ip_address,device_type,country,login_speed_seconds,transfer_amount,data_downloaded_mb,is_threat
172.16.0.22,Desktop,India,9.3,228.52,11.47,0
172.16.0.22,Mobile,Niger,10.0,215.56,14.55,0
192.168.1.10,Mobile,Canada,13.4,98.44,5.81,0
172.16.0.22,Desktop,Niger,8.7,116.88,3.35,0
192.168.1.10,Tablet,India,6.5,156.96,18.48,0
45.22.19.85,Desktop,North Korea,1.6,147.31,17.14,1
10.0.0.5,Mobile,India,13.8,191.09,21.19,0
192.168.1.10,Desktop,UK,8.6,132.07,20.24,0
192.168.1.15,Mobile,USA,8.8,211.51,11.7,0
172.16.0.22,Mobile,Kenya,8.3,119.7,12.05,0
172.16.0.22,Mobile,USA,9.7,214.16,11.2,0
172.16.0.22,Mobile,Canada,10.9,118.38,19.39,0
172.16.0.22,Tablet,UK,9.8,183.63,11.45,0
192.168.1.15,Mobile,USA,9.5,55.58,16.34,0
172.16.0.22,Mobile,India,12.4,119.24,13.31,0
192.168.1.15,Tablet,India,12.2,142.66,15.87,0
172.16.0.22,Tablet,USA,13.5,172.57,15.56,0
10.0.0.5,Mobile,India,10.7,139.77,25.53,0
172.16.0.22,Tablet,Canada,13.0,125.78,16.16,0
192.168.1.10,Desktop,Niger,10.5,123.33,7.63,0
192.168.1.10,Mobile,India,19.5,156.84,19.38,0
192.168.1.10,Desktop,UK,11.0,126.52,10.1,0
192.168.1.15,Mobile,India,17.2,155.57,10.22,0
192.168.1.10,Desktop,Kenya,16.9,72.36,19.1,0
10.0.0.5,Desktop,USA,14.6,185.95,13.65,0
192.168.1.15,Mobile,Kenya,11.7,194.43,14.26,0
172.16.0.22,Desktop,UK,16.1,67.06,8.59,0
192.168.1.15,Mobile,USA,15.4,151.72,18.95,0
192.168.1.15,Mobile,USA,7.7,127.32,1.0,0
192.168.1.10,Desktop,Canada,11.8,187.19,11.28,0
10.0.0.5,Tablet,USA,17.8,161.34,18.47,0
172.16.0.22,Tablet,Kenya,9.3,193.95,17.1,0
192.168.1.15,Desktop,UK,14.0,194.1,10.14,0
192.168.1.15,Mobile,USA,15.1,164.04,13.86,0
192.168.1.15,Desktop,USA,13.6,123.75,21.42,0
172.16.0.22,Desktop,Niger,15.6,239.54,17.56,0
10.0.0.5,Mobile,Kenya,11.8,79.79,25.0,0
192.168.1.10,Desktop,Canada,14.4,106.34,5.21,0
192.168.1.15,Desktop,Kenya,9.5,244.64,22.87,0
172.16.0.22,Mobile,Canada,8.5,215.73,9.82,0
172.16.0.22,Desktop,USA,9.0,294.88,17.78,0
10.0.0.5,Desktop,Kenya,12.8,92.06,14.84,0
172.16.0.22,Desktop,Niger,10.5,135.27,12.42,0
172.16.0.22,Tablet,Kenya,14.5,197.13,24.51,0
172.16.0.22,Mobile,UK,17.1,187.93,8.65,0
192.168.1.15,Tablet,Canada,13.5,130.65,9.81,0
10.0.0.5,Desktop,Niger,12.6,141.09,24.25,0
172.16.0.22,Mobile,India,13.4,212.73,26.1,0
172.16.0.22,Tablet,UK,11.2,131.46,13.67,0
192.168.1.10,Mobile,Canada,12.1,109.37,12.57,0
192.168.1.15,Desktop,Canada,14.0,197.8,20.22,0
172.16.0.22,Mobile,UK,9.7,161.7,13.46,0
192.168.1.15,Desktop,Niger,10.9,92.01,17.86,0
172.16.0.22,Desktop,India,5.0,126.12,13.76,0
192.168.1.10,Tablet,UK,8.0,146.48,13.84,0
10.0.0.5,Mobile,Kenya,15.2,158.98,18.13,0
192.168.1.15,Mobile,Kenya,10.1,120.98,11.39,0
172.16.0.22,Tablet,India,10.4,150.05,19.27,0
10.0.0.5,Tablet,USA,12.8,228.85,12.53,0
172.16.0.22,Mobile,Canada,10.6,149.35,22.98,0
192.168.1.10,Mobile,UK,10.8,103.65,10.32,0
192.168.1.15,Desktop,USA,16.2,164.99,7.55,0
192.168.1.15,Mobile,Canada,10.7,172.92,14.85,0
10.0.0.5,Desktop,Kenya,16.2,133.95,20.12,0
10.0.0.5,Mobile,Canada,5.5,115.29,9.51,0
10.0.0.5,Mobile,Kenya,13.5,152.01,16.32,0
192.168.1.10,Mobile,India,13.3,78.46,9.51,0
192.168.1.10,Mobile,Kenya,14.8,155.9,1.0,0
192.168.1.10,Mobile,Canada,13.2,196.33,8.65,0
192.168.1.10,Desktop,Niger,11.3,81.18,19.86,0
192.168.1.10,Tablet,UK,9.7,120.99,8.49,0
192.168.1.15,Tablet,Canada,11.0,212.87,9.65,0
172.16.0.22,Tablet,Canada,10.6,89.91,21.91,0
192.168.1.15,Mobile,Canada,11.8,215.38,10.31,0
192.168.1.10,Mobile,USA,14.9,159.75,13.51,0
192.168.1.10,Desktop,Niger,11.8,119.97,12.34,0
192.168.1.15,Mobile,Kenya,9.8,168.3,20.02,0
172.16.0.22,Mobile,Niger,13.0,105.43,11.69,0
192.168.1.10,Mobile,Niger,11.1,137.77,14.63,0
172.16.0.22,Mobile,UK,13.3,208.0,15.67,0
192.168.1.15,Desktop,India,16.3,133.86,14.62,0
172.16.0.22,Mobile,India,11.3,249.3,9.7,0
10.0.0.5,Tablet,Kenya,5.7,182.85,9.11,0
192.168.1.15,Desktop,Niger,11.7,183.87,17.85,0
10.0.0.5,Desktop,USA,9.6,129.04,18.61,0
172.16.0.22,Tablet,UK,13.4,133.97,16.01,0
192.168.1.15,Desktop,UK,12.5,180.08,18.63,0
192.168.1.10,Tablet,UK,11.0,159.65,14.11,0
10.0.0.5,Tablet,India,13.9,126.46,14.16,0
10.0.0.5,Tablet,UK,13.0,127.9,10.51,0
172.16.0.22,Desktop,India,12.3,205.94,15.65,0
172.16.0.22,Tablet,Niger,15.0,105.1,11.7,0
192.168.1.10,Mobile,Canada,15.5,158.59,15.59,0
192.168.1.15,Desktop,Niger,7.6,287.54,8.29,0
172.16.0.22,Mobile,UK,13.1,180.33,14.97,0
192.168.1.15,Desktop,USA,13.1,141.12,21.21,0
10.0.0.5,Tablet,USA,12.8,177.86,18.74,0
192.168.1.10,Tablet,India,10.6,80.89,18.91,0
192.168.1.10,Desktop,Kenya,15.2,100.1,5.03,0
192.168.1.10,Tablet,Niger,15.9,141.42,10.56,0
192.168.1.10,Desktop,Canada,13.5,239.75,20.16,0
172.16.0.22,Mobile,UK,14.0,184.51,9.48,0
192.168.1.15,Tablet,Kenya,9.5,97.43,15.4,0
10.0.0.5,Tablet,Canada,15.4,125.21,14.01,0
192.168.1.15,Desktop,India,11.4,105.2,11.58,0
192.168.1.10,Desktop,USA,12.9,201.62,10.38,0
192.168.1.10,Tablet,India,5.0,83.56,21.69,0
10.0.0.5,Desktop,India,10.4,155.06,14.23,0
192.168.1.15,Desktop,India,14.4,53.51,16.05,0
172.16.0.22,Tablet,Niger,14.7,236.65,24.01,0
172.16.0.22,Desktop,Kenya,13.7,208.58,3.1,0
192.168.1.10,Mobile,UK,8.6,139.47,19.3,0
172.16.0.22,Desktop,India,6.9,130.75,19.94,0
172.16.0.22,Tablet,UK,13.5,126.82,13.47,0
172.16.0.22,Desktop,Kenya,17.8,61.15,10.0,0
172.16.0.22,Tablet,USA,15.3,233.58,8.17,0
192.168.1.10,Tablet,UK,9.2,172.74,4.41,0
10.0.0.5,Desktop,Niger,13.4,202.9,13.19,0
172.16.0.22,Tablet,UK,12.0,176.68,17.84,0
192.168.1.15,Mobile,UK,14.7,148.34,11.66,0
192.168.1.15,Tablet,Canada,10.7,78.98,21.16,0
192.168.1.10,Mobile,Niger,10.9,162.53,6.68,0
192.168.1.15,Desktop,Kenya,11.2,223.34,14.46,0
192.168.1.15,Tablet,Kenya,8.4,81.29,18.41,0
192.168.1.15,Mobile,UK,16.0,142.25,20.51,0
172.16.0.22,Tablet,Niger,11.8,123.03,13.97,0
10.0.0.5,Desktop,Canada,9.1,58.72,9.9,0
192.168.1.10,Desktop,India,17.7,161.55,13.23,0
10.0.0.5,Desktop,Canada,12.5,203.17,16.19,0
10.0.0.5,Mobile,UK,5.0,209.43,22.05,0
10.0.0.5,Desktop,UK,15.3,138.57,20.72,0
192.168.1.15,Mobile,Niger,9.1,261.04,19.3,0
172.16.0.22,Mobile,UK,9.5,191.73,17.88,0
10.0.0.5,Desktop,India,12.9,161.53,26.8,0
172.16.0.22,Desktop,Niger,12.9,252.98,8.17,0
10.0.0.5,Desktop,USA,7.5,100.72,16.92,0
10.0.0.5,Mobile,Canada,10.1,259.37,15.17,0
192.168.1.15,Tablet,Canada,14.1,128.03,22.54,0
10.0.0.5,Desktop,India,11.6,125.93,10.36,0
192.168.1.15,Desktop,Kenya,12.2,137.83,19.66,0
192.168.1.10,Desktop,UK,11.0,216.56,9.83,0
172.16.0.22,Desktop,USA,15.9,208.44,21.46,0
172.16.0.22,Mobile,India,10.4,112.7,18.14,0
172.16.0.22,Desktop,UK,11.4,130.32,9.8,0
172.16.0.22,Tablet,USA,10.8,156.57,10.59,0
192.168.1.15,Desktop,Niger,13.8,96.75,24.43,0
172.16.0.22,Desktop,India,14.2,209.78,20.77,0
172.16.0.22,Desktop,Niger,17.1,170.33,22.95,0
10.0.0.5,Desktop,Niger,11.9,114.12,23.9,0
172.16.0.22,Mobile,Kenya,13.4,75.57,7.76,0
10.0.0.5,Mobile,India,11.7,146.77,18.48,0
192.168.1.15,Tablet,India,13.1,188.55,9.45,0
10.0.0.5,Mobile,UK,12.0,112.23,17.47,0
192.168.1.15,Tablet,Canada,8.7,230.06,14.18,0
192.168.1.15,Mobile,India,15.8,171.92,11.56,0
192.168.1.15,Mobile,Kenya,10.9,118.08,14.5,0
192.168.1.15,Tablet,USA,13.7,241.65,20.36,0
10.0.0.5,Tablet,Niger,14.8,46.12,20.22,0
10.0.0.5,Mobile,Canada,9.5,74.85,20.5,0
192.168.1.15,Mobile,USA,11.0,76.33,12.66,0
192.168.1.15,Desktop,Kenya,14.2,123.85,26.6,0
172.16.0.22,Tablet,USA,13.3,34.92,15.02,0
192.168.1.15,Mobile,USA,11.4,130.55,14.05,0
192.168.1.15,Mobile,Canada,11.7,148.52,21.49,0
10.0.0.5,Desktop,India,9.7,148.58,14.9,0
192.168.1.15,Mobile,UK,16.7,155.23,9.07,0
172.16.0.22,Tablet,USA,16.5,130.71,12.23,0
172.16.0.22,Mobile,UK,12.7,7.93,6.95,0
172.16.0.22,Mobile,UK,8.6,147.32,22.94,0
192.168.1.15,Mobile,Niger,15.4,149.71,10.79,0
172.16.0.22,Tablet,Niger,12.2,114.12,17.7,0
192.168.1.15,Tablet,Niger,9.4,175.15,17.4,0
172.16.0.22,Mobile,Niger,13.7,52.43,15.46,0
192.168.1.15,Mobile,Kenya,13.5,70.29,11.84,0
10.0.0.5,Mobile,Kenya,15.0,194.05,15.96,0
192.168.1.15,Tablet,USA,16.2,75.33,15.35,0
10.0.0.5,Tablet,Kenya,15.4,217.29,16.59,0
192.168.1.10,Mobile,Canada,13.0,190.46,27.04,0
172.16.0.22,Tablet,Canada,8.6,257.3,19.56,0
172.16.0.22,Tablet,Niger,15.3,108.42,15.92,0
10.0.0.5,Mobile,India,9.3,67.96,13.22,0
172.16.0.22,Tablet,Canada,12.0,151.62,19.9,0
192.168.1.15,Mobile,UK,14.5,132.53,14.58,0
192.168.1.15,Mobile,UK,8.8,59.94,15.1,0
192.168.1.15,Mobile,USA,13.5,107.89,9.01,0
192.168.1.15,Mobile,India,12.5,138.56,20.31,0
10.0.0.5,Tablet,UK,14.3,132.13,14.41,0
172.16.0.22,Mobile,Canada,9.7,148.58,23.35,0
192.168.1.10,Tablet,UK,6.2,207.22,16.23,0
10.0.0.5,Tablet,Kenya,18.1,203.54,10.35,0
172.16.0.22,Desktop,Kenya,13.4,112.62,11.01,0
172.16.0.22,Desktop,Niger,14.7,142.17,16.59,0
172.16.0.22,Mobile,Canada,17.4,130.35,11.95,0
10.0.0.5,Tablet,Niger,9.3,87.02,17.55,0
192.168.1.10,Desktop,India,11.5,246.84,15.71,0
192.168.1.15,Mobile,Canada,7.0,145.51,7.74,0
10.0.0.5,Tablet,Canada,12.9,134.03,13.16,0
192.168.1.15,Mobile,Niger,9.0,192.36,9.67,0
172.16.0.22,Desktop,India,6.4,172.39,16.61,0
10.0.0.5,Tablet,Niger,10.3,171.55,18.47,0
192.168.1.15,Mobile,USA,14.1,161.63,21.0,0
10.0.0.5,Tablet,India,10.6,106.83,21.31,0
192.168.1.15,Mobile,USA,11.9,111.17,16.69,0
192.168.1.10,Desktop,USA,11.9,98.12,11.28,0
192.168.1.15,Mobile,Niger,15.1,196.84,14.06,0
192.168.1.10,Desktop,UK,13.2,152.61,7.68,0
172.16.0.22,Desktop,USA,9.5,102.46,17.49,0
172.16.0.22,Desktop,Kenya,11.5,148.28,15.93,0
172.16.0.22,Mobile,UK,15.3,88.72,10.05,0
172.16.0.22,Desktop,UK,10.9,135.31,17.93,0
192.168.1.10,Tablet,UK,12.0,74.25,12.83,0
10.0.0.5,Tablet,USA,15.0,220.92,16.93,0
192.168.1.10,Tablet,UK,5.0,153.89,8.76,0
192.168.1.15,Mobile,Niger,11.4,182.23,8.32,0
192.168.1.15,Mobile,UK,11.4,256.09,1.0,0
192.168.1.15,Mobile,USA,12.2,221.14,10.89,0
192.168.1.15,Mobile,UK,7.1,110.18,21.95,0
172.16.0.22,Tablet,Niger,8.3,65.38,17.93,0
10.0.0.5,Tablet,Kenya,8.4,176.78,6.77,0
10.0.0.5,Mobile,Canada,13.0,173.84,15.18,0
172.16.0.22,Mobile,India,10.2,133.15,15.01,0
10.0.0.5,Desktop,Niger,13.1,188.42,16.52,0
10.0.0.5,Tablet,Canada,16.2,126.2,18.82,0
10.0.0.5,Mobile,USA,16.2,91.07,18.95,0
172.16.0.22,Mobile,Canada,11.7,121.78,9.76,0
192.168.1.15,Tablet,Canada,16.6,132.97,3.25,0
10.0.0.5,Desktop,UK,12.8,151.44,10.95,0
172.16.0.22,Desktop,Canada,15.9,188.12,15.21,0
10.0.0.5,Mobile,Canada,12.8,184.42,19.8,0
172.16.0.22,Desktop,USA,14.3,63.48,15.68,0
192.168.1.10,Desktop,Kenya,15.4,155.6,18.01,0
192.168.1.10,Mobile,Niger,6.4,96.14,14.49,0
192.168.1.15,Mobile,Canada,19.8,176.67,17.31,0
172.16.0.22,Desktop,India,13.2,148.45,17.15,0
192.168.1.15,Tablet,Niger,9.1,188.91,9.02,0
192.168.1.15,Tablet,Canada,10.5,190.22,4.55,0
172.16.0.22,Desktop,India,10.0,178.64,18.2,0
10.0.0.5,Tablet,Kenya,14.1,109.06,18.2,0
192.168.1.15,Mobile,India,14.3,160.73,16.33,0
192.168.1.15,Desktop,Canada,5.0,151.18,17.69,0
192.168.1.10,Desktop,Niger,13.2,187.73,13.62,0
192.168.1.15,Mobile,USA,13.0,221.25,17.35,0
192.168.1.15,Tablet,USA,12.8,87.69,16.08,0
192.168.1.10,Desktop,India,11.7,172.31,12.54,0
192.168.1.10,Desktop,USA,10.9,67.98,21.88,0
192.168.1.10,Mobile,India,13.0,191.89,18.03,0
10.0.0.5,Tablet,UK,16.0,208.26,16.18,0
172.16.0.22,Mobile,Niger,13.1,66.38,2.91,0
192.168.1.10,Tablet,Kenya,11.9,202.51,7.42,0
192.168.1.10,Desktop,Kenya,16.2,121.78,24.07,0
192.168.1.10,Desktop,Niger,12.7,162.1,12.81,0
192.168.1.15,Tablet,UK,13.9,119.13,16.35,0
172.16.0.22,Tablet,Canada,12.0,94.29,8.65,0
192.168.1.15,Desktop,Kenya,17.0,122.43,18.73,0
192.168.1.10,Mobile,Niger,12.5,109.01,5.45,0
10.0.0.5,Desktop,Niger,24.3,125.71,17.11,0
192.168.1.10,Mobile,UK,10.9,176.28,9.43,0
192.168.1.15,Tablet,India,8.9,141.57,16.36,0
192.168.1.15,Desktop,Canada,12.6,117.67,16.13,0
192.168.1.15,Tablet,UK,11.0,179.45,19.96,0
192.168.1.10,Tablet,Kenya,13.1,52.13,28.97,0
192.168.1.10,Mobile,Kenya,13.0,212.86,8.25,0
172.16.0.22,Desktop,India,13.1,168.15,24.02,0
172.16.0.22,Mobile,UK,5.0,238.92,11.99,0
172.16.0.22,Desktop,Canada,17.1,171.38,17.86,0
192.168.1.15,Desktop,USA,13.0,170.28,16.87,0
192.168.1.10,Tablet,Canada,11.5,152.78,9.86,0
172.16.0.22,Mobile,Niger,13.1,249.16,12.25,0
192.168.1.15,Mobile,India,8.9,102.04,25.56,0
172.16.0.22,Mobile,Kenya,8.6,146.27,10.36,0
10.0.0.5,Desktop,India,13.1,193.02,23.48,0
192.168.1.10,Mobile,USA,13.4,150.73,21.98,0
192.168.1.15,Mobile,USA,9.6,58.14,10.06,0
192.168.1.10,Tablet,USA,12.8,199.01,20.44,0
172.16.0.22,Tablet,USA,13.9,160.18,15.93,0
172.16.0.22,Mobile,Niger,14.8,190.4,8.09,0
192.168.1.10,Mobile,Kenya,13.7,160.93,14.5,0
192.168.1.15,Tablet,India,9.4,199.86,18.93,0
192.168.1.15,Desktop,India,15.1,174.63,12.84,0
192.168.1.15,Desktop,Kenya,18.0,75.08,15.61,0
172.16.0.22,Tablet,UK,11.2,221.29,16.94,0
172.16.0.22,Mobile,Canada,15.4,127.92,11.54,0
192.168.1.15,Desktop,Niger,11.6,93.54,15.03,0
172.16.0.22,Desktop,UK,10.1,207.97,17.84,0
192.168.1.10,Tablet,Niger,5.0,115.91,18.49,0
192.168.1.15,Desktop,UK,10.2,203.95,17.84,0
192.168.1.15,Mobile,Canada,14.5,75.8,10.31,0
10.0.0.5,Mobile,Canada,7.2,175.26,15.4,0
192.168.1.10,Tablet,USA,9.9,200.69,12.83,0
192.168.1.15,Desktop,India,11.7,196.03,9.56,0
10.0.0.5,Desktop,India,16.1,154.55,7.13,0
10.0.0.5,Mobile,Niger,5.8,97.24,14.44,0
192.168.1.15,Desktop,UK,12.8,266.4,25.11,0
172.16.0.22,Tablet,India,9.2,139.95,22.96,0
192.168.1.15,Mobile,USA,13.8,146.53,20.76,0
192.168.1.10,Mobile,India,9.2,154.94,12.08,0
10.0.0.5,Mobile,USA,13.7,148.15,17.29,0
192.168.1.15,Tablet,Canada,17.4,89.29,17.06,0
10.0.0.5,Desktop,Kenya,9.4,201.6,3.88,0
192.168.1.10,Tablet,UK,15.6,124.7,17.14,0
192.168.1.15,Mobile,USA,13.0,101.76,17.33,0
192.168.1.10,Tablet,India,12.6,195.24,7.54,0
172.16.0.22,Mobile,UK,11.0,133.38,13.88,0
192.168.1.10,Tablet,UK,13.5,44.66,16.78,0
192.168.1.10,Mobile,UK,11.8,136.8,10.81,0
10.0.0.5,Desktop,Kenya,7.4,122.94,22.81,0
172.16.0.22,Desktop,India,12.9,72.58,16.46,0
172.16.0.22,Mobile,India,19.7,185.91,11.49,0
10.0.0.5,Mobile,India,12.5,137.9,22.22,0
10.0.0.5,Desktop,Canada,8.3,110.8,23.91,0
172.16.0.22,Desktop,Niger,14.1,215.23,23.32,0
192.168.1.15,Tablet,UK,11.9,123.77,14.43,0
192.168.1.15,Tablet,UK,6.9,186.02,18.47,0
172.16.0.22,Mobile,USA,14.4,94.01,2.41,0
192.168.1.10,Desktop,UK,9.9,227.7,18.41,0
172.16.0.22,Mobile,Kenya,9.0,150.2,13.6,0
192.168.1.10,Mobile,Canada,12.3,119.37,10.77,0
192.168.1.15,Desktop,USA,9.1,52.24,4.82,0
192.168.1.10,Desktop,USA,16.7,179.28,22.49,0
192.168.1.15,Mobile,UK,11.0,170.73,17.57,0
10.0.0.5,Desktop,Niger,12.1,150.03,8.58,0
172.16.0.22,Mobile,USA,14.0,99.42,15.09,0
10.0.0.5,Mobile,Kenya,14.9,60.59,8.71,0
192.168.1.15,Mobile,India,13.3,149.23,26.54,0
10.0.0.5,Desktop,India,11.5,217.7,14.91,0
172.16.0.22,Tablet,Canada,8.5,158.16,19.29,0
192.168.1.15,Tablet,UK,11.5,115.95,16.31,0
192.168.1.15,Mobile,Kenya,13.8,132.78,14.49,0
172.16.0.22,Tablet,USA,14.7,117.17,14.79,0
10.0.0.5,Mobile,India,17.1,122.15,17.56,0
172.16.0.22,Mobile,USA,7.8,75.29,8.89,0
10.0.0.5,Mobile,USA,17.0,113.22,18.82,0
192.168.1.15,Tablet,India,15.7,113.63,9.21,0
172.16.0.22,Mobile,India,11.1,152.9,23.08,0
10.0.0.5,Desktop,India,10.4,90.43,7.11,0
10.0.0.5,Tablet,Niger,12.3,130.67,11.69,0
10.0.0.5,Mobile,India,14.2,164.81,19.63,0
192.168.1.10,Desktop,USA,11.4,137.32,9.9,0
192.168.1.10,Mobile,USA,14.8,98.62,7.24,0
10.0.0.5,Tablet,Kenya,12.6,174.1,18.94,0
10.0.0.5,Tablet,UK,9.7,115.88,4.72,0
172.16.0.22,Mobile,Niger,9.6,236.6,18.39,0
192.168.1.15,Tablet,Canada,15.7,135.99,14.96,0
192.168.1.15,Desktop,Niger,12.5,195.37,10.51,0
192.168.1.10,Tablet,Niger,8.6,141.6,13.86,0
192.168.1.10,Mobile,Kenya,10.2,77.35,16.9,0
172.16.0.22,Mobile,USA,14.7,47.96,8.26,0
192.168.1.15,Mobile,UK,13.4,167.28,13.53,0
192.168.1.15,Mobile,USA,9.1,183.91,4.62,0
192.168.1.10,Desktop,Canada,16.5,117.5,19.25,0
10.0.0.5,Tablet,India,9.6,132.01,21.89,0
192.168.1.15,Tablet,India,9.5,111.44,22.74,0
10.0.0.5,Mobile,UK,10.6,82.25,14.26,0
172.16.0.22,Mobile,UK,7.1,190.51,19.71,0
172.16.0.22,Tablet,Niger,11.3,87.06,14.39,0
192.168.1.10,Desktop,Kenya,11.3,215.44,16.97,0
192.168.1.10,Mobile,Niger,12.5,159.74,15.12,0
192.168.1.15,Desktop,Niger,9.8,100.42,15.97,0
192.168.1.15,Mobile,USA,14.3,136.67,15.08,0
192.168.1.10,Tablet,India,11.2,178.95,8.13,0
10.0.0.5,Tablet,UK,13.3,104.17,19.44,0
10.0.0.5,Tablet,Kenya,13.9,257.48,14.58,0
192.168.1.15,Tablet,Niger,9.7,183.67,10.34,0
192.168.1.10,Tablet,UK,16.6,70.51,11.88,0
192.168.1.10,Desktop,Kenya,18.6,70.21,11.89,0
172.16.0.22,Tablet,India,10.3,108.61,18.62,0
172.16.0.22,Desktop,Canada,12.6,183.67,17.5,0
172.16.0.22,Tablet,Niger,11.6,116.62,26.56,0
172.16.0.22,Mobile,UK,15.2,125.9,19.64,0
192.168.1.15,Mobile,Kenya,9.1,243.99,19.2,0
192.168.1.10,Mobile,Canada,12.9,104.17,6.48,0
172.16.0.22,Mobile,Niger,12.3,227.52,9.22,0
192.168.1.15,Desktop,Canada,13.1,120.73,14.43,0
192.168.1.10,Mobile,USA,11.0,103.48,16.43,0
192.168.1.15,Mobile,Niger,12.7,153.91,20.67,0
192.168.1.10,Desktop,India,15.0,169.35,15.02,0
172.16.0.22,Mobile,Kenya,11.5,168.48,18.35,0
192.168.1.15,Desktop,India,15.8,140.64,23.41,0
192.168.1.15,Desktop,Kenya,11.9,139.79,10.7,0
172.16.0.22,Mobile,Kenya,8.2,195.45,14.56,0
192.168.1.15,Desktop,India,11.9,212.57,12.83,0
10.0.0.5,Mobile,UK,13.2,119.1,17.09,0
192.168.1.10,Tablet,Niger,14.2,165.04,27.68,0
192.168.1.10,Desktop,India,8.6,241.98,25.08,0
10.0.0.5,Mobile,USA,12.3,91.37,18.23,0
172.16.0.22,Tablet,USA,16.8,140.07,4.79,0
192.168.1.15,Tablet,India,12.2,209.39,15.56,0
192.168.1.10,Tablet,Niger,12.8,117.3,8.21,0
10.0.0.5,Desktop,Niger,12.0,99.46,13.4,0
10.0.0.5,Mobile,Niger,5.5,172.45,6.44,0
192.168.1.15,Desktop,USA,12.8,102.93,18.07,0
192.168.1.10,Mobile,India,11.6,38.41,19.04,0
172.16.0.22,Mobile,USA,12.9,206.45,19.19,0
192.168.1.15,Mobile,UK,17.5,154.0,10.56,0
192.168.1.15,Desktop,India,11.8,67.51,21.27,0
192.168.1.15,Mobile,UK,10.4,234.72,12.32,0
192.168.1.15,Mobile,Kenya,10.6,93.31,14.51,0
192.168.1.15,Tablet,UK,11.6,79.79,8.46,0
192.168.1.10,Desktop,Canada,13.3,116.04,12.21,0
192.168.1.10,Desktop,USA,9.0,191.1,15.71,0
192.168.1.15,Tablet,India,12.9,154.61,14.58,0
172.16.0.22,Desktop,Kenya,9.4,141.07,9.21,0
172.16.0.22,Tablet,India,11.2,161.19,3.28,0
192.168.1.10,Mobile,USA,7.5,113.12,13.25,0
10.0.0.5,Mobile,Kenya,12.2,171.94,10.31,0
192.168.1.15,Mobile,India,12.0,114.09,22.2,0
192.168.1.10,Desktop,Canada,15.0,107.07,18.01,0
172.16.0.22,Mobile,Canada,16.3,191.09,5.41,0
10.0.0.5,Tablet,USA,15.2,186.74,10.06,0
172.16.0.22,Mobile,UK,13.4,150.47,16.74,0
192.168.1.10,Tablet,Niger,7.6,154.24,15.6,0
172.16.0.22,Mobile,USA,13.0,128.41,13.87,0
10.0.0.5,Desktop,Kenya,10.0,176.55,12.81,0
10.0.0.5,Mobile,Kenya,10.3,203.2,19.13,0
192.168.1.15,Tablet,UK,7.7,132.59,12.99,0
192.168.1.15,Desktop,Niger,11.8,162.91,13.72,0
192.168.1.10,Tablet,India,12.8,121.16,12.58,0
172.16.0.22,Desktop,Niger,11.4,142.3,16.46,0
192.168.1.15,Mobile,Canada,13.6,127.43,10.55,0
10.0.0.5,Mobile,USA,14.1,210.76,13.87,0
10.0.0.5,Tablet,USA,17.0,132.26,21.36,0
172.16.0.22,Tablet,UK,9.9,150.76,4.27,0
192.168.1.15,Mobile,Canada,12.3,115.29,17.49,0
172.16.0.22,Desktop,India,10.8,135.77,16.18,0
10.0.0.5,Tablet,Kenya,12.6,72.43,11.16,0
192.168.1.10,Tablet,Niger,11.5,192.71,22.09,0
192.168.1.15,Desktop,India,9.3,146.55,14.1,0
172.16.0.22,Tablet,USA,9.5,173.45,16.98,0
10.0.0.5,Mobile,Kenya,15.0,144.16,17.87,0
172.16.0.22,Desktop,Kenya,9.8,188.18,22.28,0
192.168.1.10,Desktop,UK,15.7,159.79,18.74,0
192.168.1.10,Tablet,India,12.0,98.44,17.83,0
192.168.1.15,Tablet,Kenya,21.9,197.81,18.16,0
172.16.0.22,Tablet,USA,7.7,154.08,11.38,0
10.0.0.5,Desktop,USA,9.3,183.59,19.46,0
172.16.0.22,Tablet,Niger,14.0,116.05,9.59,0
192.168.1.10,Tablet,Kenya,10.7,152.36,16.15,0
192.168.1.10,Tablet,Niger,14.8,234.32,21.75,0
10.0.0.5,Desktop,Kenya,10.5,194.18,12.88,0
192.168.1.15,Mobile,USA,6.3,154.77,23.67,0
172.16.0.22,Tablet,UK,9.8,78.05,15.49,0
192.168.1.10,Desktop,Canada,11.7,50.83,10.89,0
172.16.0.22,Tablet,UK,11.1,139.31,19.59,0
192.168.1.10,Tablet,Niger,11.4,185.06,16.94,0
192.168.1.10,Desktop,Niger,8.4,160.93,12.65,0
192.168.1.15,Mobile,Kenya,17.3,156.69,15.66,0
192.168.1.10,Desktop,UK,9.5,215.95,12.31,0
192.168.1.15,Tablet,Kenya,12.5,266.0,16.73,0
172.16.0.22,Tablet,USA,13.2,138.13,7.18,0
192.168.1.15,Desktop,USA,10.5,136.72,11.42,0
10.0.0.5,Desktop,USA,12.2,134.57,10.43,0
192.168.1.15,Desktop,Kenya,10.0,116.55,17.9,0
172.16.0.22,Tablet,Niger,11.4,157.26,2.32,0
172.16.0.22,Mobile,USA,10.4,137.46,15.17,0
192.168.1.10,Desktop,Niger,10.2,146.69,9.79,0
192.168.1.10,Mobile,Kenya,9.9,229.61,16.02,0
192.168.1.15,Desktop,Kenya,12.5,153.35,4.89,0
192.168.1.15,Mobile,USA,7.9,36.44,15.02,0
